	X	Y	method	alternative	n	r	CI95%	p-unc	BF10	power
405	persistence_score	comp_co6	pearson	two-sided	47	-0.2765458538947215	[-0.52  0.01]	0.05987233449684172	1.013	0.4763490337692901
406	persistence_score	sbst	pearson	two-sided	42	-0.3201422008411092	[-0.57 -0.02]	0.038744174666621035	1.516	0.553065449544661
407	persistence_score	sri	pearson	two-sided	44	-0.3242854762833096	[-0.57 -0.03]	0.03174939591203157	1.752	0.585259246936633
408	persistence_score	gender_number	pearson	two-sided	44	-0.3240409271778123	[-0.57 -0.03]	0.03188585834199636	1.746	0.5845701010354024
409	persistence_score	hand_number	pearson	two-sided	44	0.016234939779641674	[-0.28  0.31]	0.916695607854003	0.189	0.050906542839513874
410	persistence_score	math_efficacy	pearson	two-sided	47	0.08273056855035295	[-0.21  0.36]	0.5803669620178181	0.211	0.08562572274457536
411	persistence_score	math_anxiety	pearson	two-sided	47	0.08273056855035295	[-0.21  0.36]	0.5803669620178181	0.211	0.08562572274457536
412	persistence_score	enjoyment	pearson	two-sided	47	-0.08948554440017112	[-0.37  0.2 ]	0.5497302424259403	0.216	0.09189147707068045
413	non_per	productive	pearson	two-sided	47	-0.17928655087212458	[-0.44  0.11]	0.22788347959373975	0.368	0.22807546178285495
414	non_per	unproductive	pearson	two-sided	47	-0.10924038036496314	[-0.38  0.18]	0.46481603759501305	0.236	0.1133159646214063
415	non_per	rapid	pearson	two-sided	47	0.02155265086982129	[-0.27  0.31]	0.8856620491650865	0.184	0.05205286414150057
416	non_per	no_beh	pearson	two-sided	47	-0.3584326161457263	[-0.59 -0.08]	0.0133634574715726	3.539	0.7092060816067316
417	non_per	avg_revisit	pearson	two-sided	47	-0.02139318813814853	[-0.31  0.27]	0.8865024503220309	0.184	0.052017615512455
418	non_per	n_attempt	pearson	two-sided	47	0.23116410681718003	[-0.06  0.49]	0.11796659815890449	0.595	0.35047770479440393
419	non_per	n_failed_att	pearson	two-sided	47	0.2804296058718798	[-0.01  0.53]	0.056227880033898656	1.066	0.4875843746635634
420	non_per	revisits	pearson	two-sided	47	0.08101296551624698	[-0.21  0.36]	0.5882784138397469	0.21	0.0841170348901723
421	non_per	diff_event1	pearson	two-sided	47	0.11935561724727439	[-0.17  0.39]	0.42423847720310287	0.248	0.12611538262111385
422	non_per	different_event	pearson	two-sided	47	0.24402479295548363	[-0.05  0.5 ]	0.09833161098783708	0.684	0.3848143704511337
423	non_per	comp_average	pearson	two-sided	47	0.005665104569709783	[-0.28  0.29]	0.969853158352153	0.182	0.04983073982665645
424	non_per	comp_mg1	pearson	two-sided	47	-0.04116616250279152	[-0.32  0.25]	0.7835176173095227	0.189	0.058413675152749096
425	non_per	comp_gmd4	pearson	two-sided	47	0.03269253429283479	[-0.26  0.32]	0.8273109136772788	0.186	0.05517031010205077
426	non_per	comp_co5	pearson	two-sided	47	0.013010261562375275	[-0.28  0.3 ]	0.9308339152179262	0.183	0.05053484835386203
427	non_per	comp_co6	pearson	two-sided	47	0.012276772813911993	[-0.28  0.3 ]	0.9347246716014505	0.182	0.0504395998138779
428	non_per	sbst	pearson	two-sided	42	-0.05962301938311458	[-0.36  0.25]	0.7076052399910111	0.206	0.066018240563719
429	non_per	sri	pearson	two-sided	44	-0.0019331054028403176	[-0.3  0.3]	0.9900637026429245	0.188	0.049661977790108225
430	non_per	gender_number	pearson	two-sided	44	-0.1464801690714472	[-0.42  0.16]	0.3427230205339151	0.291	0.15863263156259522
431	non_per	hand_number	pearson	two-sided	44	-0.10109217710690355	[-0.39  0.2 ]	0.5137943278088654	0.231	0.10017755333345925
432	non_per	math_efficacy	pearson	two-sided	47	0.14893991202678977	[-0.14  0.42]	0.3177111907429506	0.295	0.1708459656786929
433	non_per	math_anxiety	pearson	two-sided	47	0.14893991202678977	[-0.14  0.42]	0.3177111907429506	0.295	0.1708459656786929
434	non_per	enjoyment	pearson	two-sided	47	0.03499520905392418	[-0.25  0.32]	0.8153528392078132	0.187	0.05597665973452617
435	productive	unproductive	pearson	two-sided	47	0.15821592107802757	[-0.14  0.43]	0.28815669634943597	0.314	0.18712894114087347
436	productive	rapid	pearson	two-sided	47	-0.4898785060671588	[-0.68 -0.24]	0.0004740100090398769	67.878	0.9481583919464883
437	productive	no_beh	pearson	two-sided	47	-0.6618420494814257	[-0.8  -0.46]	4.0687477381781343e-07	4.561e+04	0.9996179987192393
438	productive	avg_revisit	pearson	two-sided	47	0.46079569193073	[0.2  0.66]	0.0011161260026104562	31.401	0.9155710940187152
439	productive	n_attempt	pearson	two-sided	47	0.15296733844990507	[-0.14  0.42]	0.3046516045510991	0.303	0.1777834149506481
440	productive	n_failed_att	pearson	two-sided	47	0.16514557786781925	[-0.13  0.43]	0.26728689420923224	0.33	0.19999316928767275
441	productive	revisits	pearson	two-sided	47	0.1833158334879293	[-0.11  0.45]	0.2174293027099137	0.38	0.23651897681088432
442	productive	diff_event1	pearson	two-sided	47	0.5360344608173525	[0.29 0.71]	0.00010306593077304489	271.869	0.9796372680809775
443	productive	different_event	pearson	two-sided	47	0.1481334133430893	[-0.15  0.42]	0.32036836434693317	0.294	0.169481166322251
444	productive	comp_average	pearson	two-sided	47	-0.12682671215640448	[-0.4   0.17]	0.39560032093763686	0.258	0.1363796406290788
445	productive	comp_mg1	pearson	two-sided	47	-0.13287609302894754	[-0.4   0.16]	0.37326185719283045	0.267	0.14519973190606036
446	productive	comp_gmd4	pearson	two-sided	47	-0.10700923791385536	[-0.38  0.19]	0.47403863867625906	0.233	0.11066118011284909
447	productive	comp_co5	pearson	two-sided	47	-0.1287379920270692	[-0.4   0.16]	0.38845970527079243	0.261	0.13911695096120436
448	productive	comp_co6	pearson	two-sided	47	-0.12465778621070887	[-0.4   0.17]	0.40379560562926736	0.255	0.13332844265884503
449	productive	sbst	pearson	two-sided	42	-0.20922973437376188	[-0.48  0.1 ]	0.1835787827032763	0.452	0.26777392598484767
450	productive	sri	pearson	two-sided	44	-0.07082360377359671	[-0.36  0.23]	0.6477856422565761	0.208	0.0740622590062729
451	productive	gender_number	pearson	two-sided	44	-0.43325223960010495	[-0.65 -0.16]	0.0033066089867513962	12.238	0.8507392908501783
452	productive	hand_number	pearson	two-sided	44	-0.09296803264543212	[-0.38  0.21]	0.5483534762019447	0.224	0.09218952652478933
453	productive	math_efficacy	pearson	two-sided	47	0.13734681712146599	[-0.16  0.41]	0.3572486294082574	0.274	0.15201224752929732
454	productive	math_anxiety	pearson	two-sided	47	0.13734681712146599	[-0.16  0.41]	0.3572486294082574	0.274	0.15201224752929732
455	productive	enjoyment	pearson	two-sided	47	-0.044382573200204035	[-0.33  0.25]	0.7670588181725754	0.19	0.05984428175651431
456	unproductive	rapid	pearson	two-sided	47	-0.30762279920323576	[-0.55 -0.02]	0.03542454255133379	1.555	0.5667996578235324
457	unproductive	no_beh	pearson	two-sided	47	-0.4037064990645774	[-0.62 -0.13]	0.00489281358189053	8.462	0.8174716792022959
458	unproductive	avg_revisit	pearson	two-sided	47	0.16231465982758805	[-0.13  0.43]	0.275687964034532	0.324	0.19466586381179848
459	unproductive	n_attempt	pearson	two-sided	47	0.046530689297569545	[-0.24  0.33]	0.7561224155997479	0.191	0.06086133843860865
460	unproductive	n_failed_att	pearson	two-sided	47	0.14618079734636077	[-0.15  0.42]	0.32685959339864334	0.29	0.16621064404029728
461	unproductive	revisits	pearson	two-sided	47	0.12836953470312568	[-0.16  0.4 ]	0.3898303416330584	0.26	0.13858570722428823
462	unproductive	diff_event1	pearson	two-sided	47	0.10842765597742268	[-0.18  0.38]	0.46816428340692484	0.235	0.11234191445161468
463	unproductive	different_event	pearson	two-sided	47	-0.08673243442783375	[-0.36  0.21]	0.5621234277777452	0.214	0.089273511300386
464	unproductive	comp_average	pearson	two-sided	47	-0.24080264144454677	[-0.49  0.05]	0.10299613603224636	0.66	0.3760909104795872
465	unproductive	comp_mg1	pearson	two-sided	47	-0.2131265657073971	[-0.47  0.08]	0.15033114241784584	0.496	0.30473943874141035
466	unproductive	comp_gmd4	pearson	two-sided	47	-0.23328092155654148	[-0.49  0.06]	0.11454523980597794	0.609	0.356038022287053
467	unproductive	comp_co5	pearson	two-sided	47	-0.2454083314706523	[-0.5   0.04]	0.09637948961936706	0.695	0.3885831940305975
468	unproductive	comp_co6	pearson	two-sided	47	-0.2406304108858006	[-0.49  0.05]	0.10325016841177975	0.659	0.37562679619030986
469	unproductive	sbst	pearson	two-sided	42	-0.2847531762249626	[-0.54  0.02]	0.06758488279353302	0.967	0.4552254007334537
470	unproductive	sri	pearson	two-sided	44	-0.3264973277639204	[-0.57 -0.03]	0.030536928410120564	1.809	0.5914856680394809
471	unproductive	gender_number	pearson	two-sided	44	-0.26862325358939504	[-0.52  0.03]	0.0778811741007476	0.846	0.4287724066378971
472	unproductive	hand_number	pearson	two-sided	44	0.0228829985502433	[-0.28  0.32]	0.8827862374172594	0.19	0.052154508674995284
473	unproductive	math_efficacy	pearson	two-sided	47	0.2158633252696201	[-0.08  0.47]	0.14503953836571673	0.509	0.31147927392077995
474	unproductive	math_anxiety	pearson	two-sided	47	0.2158633252696201	[-0.08  0.47]	0.14503953836571673	0.509	0.31147927392077995
475	unproductive	enjoyment	pearson	two-sided	47	-0.015254235441009432	[-0.3   0.27]	0.9189411556820907	0.183	0.0508606566905907
476	rapid	no_beh	pearson	two-sided	47	0.05812594895886757	[-0.23  0.34]	0.6979498637119916	0.196	0.06721213147935426
477	rapid	avg_revisit	pearson	two-sided	47	-0.3256032196116982	[-0.56 -0.04]	0.02552502581612478	2.044	0.6186998377815243
478	rapid	n_attempt	pearson	two-sided	47	-0.13264345515723827	[-0.4   0.16]	0.3741066975754939	0.267	0.14485208802528268
479	rapid	n_failed_att	pearson	two-sided	47	-0.1835928118028296	[-0.45  0.11]	0.21672311975867356	0.381	0.23710647177994829
480	rapid	revisits	pearson	two-sided	47	-0.1376945879700547	[-0.41  0.16]	0.3560207698882254	0.275	0.1525526837090896
481	rapid	diff_event1	pearson	two-sided	47	-0.41720391839240434	[-0.63 -0.15]	0.003528340589444954	11.281	0.8448086108029018
482	rapid	different_event	pearson	two-sided	47	-0.11141651344477525	[-0.39  0.18]	0.4559145507728485	0.238	0.1159636956244016
483	rapid	comp_average	pearson	two-sided	47	0.17726058450539556	[-0.12  0.44]	0.23326859575617342	0.362	0.2239032287494601
484	rapid	comp_mg1	pearson	two-sided	47	0.12439301805905714	[-0.17  0.4 ]	0.40480271147494873	0.255	0.13295997978402174
485	rapid	comp_gmd4	pearson	two-sided	47	0.18302036239741626	[-0.11  0.45]	0.21818439555310432	0.379	0.23589325653810153
486	rapid	comp_co5	pearson	two-sided	47	0.18886701876948686	[-0.1   0.45]	0.20357936982676683	0.398	0.24846535727779218
487	rapid	comp_co6	pearson	two-sided	47	0.18631065699793703	[-0.11  0.45]	0.20987822254590052	0.39	0.24291917351309814
488	rapid	sbst	pearson	two-sided	42	0.41732366487712874	[0.13 0.64]	0.005965892597314887	7.425	0.8007204342478563
489	rapid	sri	pearson	two-sided	44	0.3493415771589482	[0.06 0.59]	0.020108198174910226	2.568	0.6547555183820546
490	rapid	gender_number	pearson	two-sided	44	0.4579562315214335	[0.19 0.66]	0.0017728690947575317	21.25	0.8922988705183779
491	rapid	hand_number	pearson	two-sided	44	-0.10102797300695793	[-0.39  0.2 ]	0.5140630950390461	0.231	0.10011155190894723
492	rapid	math_efficacy	pearson	two-sided	47	-0.04804783637605781	[-0.33  0.24]	0.7484265830879365	0.191	0.06160950435382152
493	rapid	math_anxiety	pearson	two-sided	47	-0.04804783637605781	[-0.33  0.24]	0.7484265830879365	0.191	0.06160950435382152
494	rapid	enjoyment	pearson	two-sided	47	0.054965372696114984	[-0.24  0.34]	0.7136531354755631	0.194	0.06533608575378658
495	no_beh	avg_revisit	pearson	two-sided	47	-0.3285495938810035	[-0.56 -0.05]	0.02414788781002952	2.141	0.6270926562029416
496	no_beh	n_attempt	pearson	two-sided	47	-0.22808114045204933	[-0.48  0.06]	0.12308734049608906	0.576	0.3424482702915171
497	no_beh	n_failed_att	pearson	two-sided	47	-0.288127519068179	[-0.53 -0.  ]	0.04953200294924093	1.181	0.5099545375988327
498	no_beh	revisits	pearson	two-sided	47	-0.2081451396444707	[-0.47  0.08]	0.16032563316405216	0.473	0.2926670255158552
499	no_beh	diff_event1	pearson	two-sided	47	-0.40470171682710354	[-0.62 -0.13]	0.00477841916411672	8.639	0.8195717387424601
500	no_beh	different_event	pearson	two-sided	47	-0.17804202303946592	[-0.44  0.12]	0.23118125979763793	0.365	0.2255066696943168
501	no_beh	comp_average	pearson	two-sided	47	0.13740391799045928	[-0.16  0.41]	0.3570468492434332	0.274	0.15210087825267285
502	no_beh	comp_mg1	pearson	two-sided	47	0.18541446912298098	[-0.11  0.45]	0.21211835115323285	0.387	0.24099289387271597
503	no_beh	comp_gmd4	pearson	two-sided	47	0.09627106597402836	[-0.2   0.37]	0.5197526349787782	0.222	0.09872487398871381
504	no_beh	comp_co5	pearson	two-sided	47	0.1309238343766962	[-0.16  0.4 ]	0.3803869977626081	0.264	0.1423033563244357
505	no_beh	comp_co6	pearson	two-sided	47	0.12653346389714193	[-0.17  0.4 ]	0.3967026462733055	0.258	0.13596368236520232
506	no_beh	sbst	pearson	two-sided	42	0.14083561191887284	[-0.17  0.43]	0.3736699565012838	0.282	0.14510223488558865
507	no_beh	sri	pearson	two-sided	44	0.030517603541568218	[-0.27  0.32]	0.844102276943967	0.191	0.05411560099289835
508	no_beh	gender_number	pearson	two-sided	44	0.3703529197198439	[0.08 0.6 ]	0.013337820485111694	3.641	0.7103158225117975
509	no_beh	hand_number	pearson	two-sided	44	0.1896772440691029	[-0.11  0.46]	0.21750585933127875	0.392	0.23659409879306123
510	no_beh	math_efficacy	pearson	two-sided	47	-0.2942030725739964	[-0.54 -0.01]	0.04471658520182571	1.284	0.5276685255309227
511	no_beh	math_anxiety	pearson	two-sided	47	-0.2942030725739964	[-0.54 -0.01]	0.04471658520182571	1.284	0.5276685255309227
512	no_beh	enjoyment	pearson	two-sided	47	-0.00022357889533304587	[-0.29  0.29]	0.9988099521606459	0.182	0.049666368595156114
513	avg_revisit	n_attempt	pearson	two-sided	47	0.6453828174968176	[0.44 0.79]	9.695584157149308e-07	2.029e+04	0.9992474366955212
514	avg_revisit	n_failed_att	pearson	two-sided	47	0.6149535969863114	[0.4  0.77]	4.242572724779138e-06	5143.672	0.9977197882264311
515	avg_revisit	revisits	pearson	two-sided	47	0.6162119463954908	[0.4  0.77]	4.003614559810897e-06	5427.89	0.9978145734127862
516	avg_revisit	diff_event1	pearson	two-sided	47	0.5865074386304131	[0.36 0.75]	1.4755256720708436e-05	1622.705	0.9944440688293952
517	avg_revisit	different_event	pearson	two-sided	47	0.5659867269927437	[0.33 0.73]	3.379298693324096e-05	756.045	0.9901984763368532
518	avg_revisit	comp_average	pearson	two-sided	47	0.2978208042598594	[0.01 0.54]	0.04203525509734835	1.351	0.5382257266732119
519	avg_revisit	comp_mg1	pearson	two-sided	47	0.4090589657860835	[0.14 0.62]	0.004304656042845951	9.469	0.8286095964341378
520	avg_revisit	comp_gmd4	pearson	two-sided	47	0.25313175571501745	[-0.04  0.5 ]	0.08602711134992057	0.76	0.4098607344254827
521	avg_revisit	comp_co5	pearson	two-sided	47	0.24778715821129058	[-0.04  0.5 ]	0.0930932496557468	0.714	0.3950945152092684
522	avg_revisit	comp_co6	pearson	two-sided	47	0.2608481891632966	[-0.03  0.51]	0.07657205596173203	0.833	0.43148306501950745
523	avg_revisit	sbst	pearson	two-sided	42	0.03553067043748325	[-0.27  0.34]	0.8232347726824313	0.197	0.05540437336255897
524	avg_revisit	sri	pearson	two-sided	44	0.06504513686077382	[-0.24  0.36]	0.6748622119392604	0.205	0.07018786830600593
525	avg_revisit	gender_number	pearson	two-sided	44	-0.09654603654208417	[-0.38  0.21]	0.5329976705974534	0.227	0.09561753672581023
526	avg_revisit	hand_number	pearson	two-sided	44	-0.1269621119717203	[-0.41  0.18]	0.4114994563345213	0.26	0.1305731928577098
527	avg_revisit	math_efficacy	pearson	two-sided	47	0.3270184257933993	[0.04 0.56]	0.02485558024832946	2.09	0.6227360795595948
528	avg_revisit	math_anxiety	pearson	two-sided	47	0.3270184257933993	[0.04 0.56]	0.02485558024832946	2.09	0.6227360795595948
529	avg_revisit	enjoyment	pearson	two-sided	47	0.21418955433509004	[-0.08  0.47]	0.1482591859311114	0.501	0.30734836143054206
530	n_attempt	n_failed_att	pearson	two-sided	47	0.967420464250899	[0.94 0.98]	1.7402916028384764e-28	8.975e+24	1.0
531	n_attempt	revisits	pearson	two-sided	47	0.9435526044638355	[0.9  0.97]	3.180007761504211e-23	8.567e+19	1.0
532	n_attempt	diff_event1	pearson	two-sided	47	0.5123418679776979	[0.26 0.7 ]	0.0002317807261668705	129.847	0.9662152995970632
533	n_attempt	different_event	pearson	two-sided	47	0.8390007485173948	[0.73 0.91]	1.7864115997731405e-13	4.511e+10	0.9999999996703575
534	n_attempt	comp_average	pearson	two-sided	47	0.5605780263616692	[0.33 0.73]	4.166251409927049e-05	623.669	0.9887233679933728
535	n_attempt	comp_mg1	pearson	two-sided	47	0.6124546754735714	[0.39 0.77]	4.756695704723194e-06	4625.94	0.9975211999980326
536	n_attempt	comp_gmd4	pearson	two-sided	47	0.524388064651722	[0.28 0.71]	0.00015465879495629516	187.681	0.9736887536971065
537	n_attempt	comp_co5	pearson	two-sided	47	0.5180396645936894	[0.27 0.7 ]	0.0001917736467096391	154.278	0.969927569560835
538	n_attempt	comp_co6	pearson	two-sided	47	0.5301864255340603	[0.29 0.71]	0.00012659717977614216	225.3	0.9767979174787883
539	n_attempt	sbst	pearson	two-sided	42	0.2586355480729843	[-0.05  0.52]	0.0981598667163574	0.721	0.3857598997091662
540	n_attempt	sri	pearson	two-sided	44	0.13427536921774988	[-0.17  0.41]	0.3848550291770227	0.271	0.1405640252042198
541	n_attempt	gender_number	pearson	two-sided	44	-0.01578829000158636	[-0.31  0.28]	0.9189797321916723	0.189	0.05083797258687201
542	n_attempt	hand_number	pearson	two-sided	44	-0.1322776656356344	[-0.41  0.17]	0.3920303125260747	0.268	0.13777293819842398
543	n_attempt	math_efficacy	pearson	two-sided	47	0.22699558075659212	[-0.06  0.48]	0.12492979406980279	0.57	0.33964083557265495
544	n_attempt	math_anxiety	pearson	two-sided	47	0.22699558075659212	[-0.06  0.48]	0.12492979406980279	0.57	0.33964083557265495
545	n_attempt	enjoyment	pearson	two-sided	47	0.3474653150786848	[0.07 0.58]	0.0167090958558999	2.924	0.679813815129552
546	n_failed_att	revisits	pearson	two-sided	47	0.9659217121336899	[0.94 0.98]	4.713113572394682e-28	3.468e+24	1.0
547	n_failed_att	diff_event1	pearson	two-sided	47	0.4286595112966464	[0.16 0.64]	0.0026453034956785814	14.552	0.8660232184695881
548	n_failed_att	different_event	pearson	two-sided	47	0.7072886273304156	[0.53 0.83]	2.7309763731314335e-08	5.72e+05	0.9999587383633319
549	n_failed_att	comp_average	pearson	two-sided	47	0.3522341985947088	[0.07 0.58]	0.015175970769787661	3.174	0.6927164215329201
550	n_failed_att	comp_mg1	pearson	two-sided	47	0.42548787065615273	[0.16 0.64]	0.0028677454908606994	13.548	0.860335403463658
551	n_failed_att	comp_gmd4	pearson	two-sided	47	0.32091887788948875	[0.04 0.56]	0.027849306637602704	1.9	0.605279493853688
552	n_failed_att	comp_co5	pearson	two-sided	47	0.3088508779790182	[0.02 0.55]	0.03466034421589079	1.583	0.5703714908809796
553	n_failed_att	comp_co6	pearson	two-sided	47	0.32266852882955643	[0.04 0.56]	0.026961346886904103	1.952	0.6103024173901342
554	n_failed_att	sbst	pearson	two-sided	42	0.111029147887214	[-0.2  0.4]	0.48392417503172874	0.244	0.10793031833994192
555	n_failed_att	sri	pearson	two-sided	44	0.049026868166998694	[-0.25  0.34]	0.7519756497576234	0.197	0.061244062297505605
556	n_failed_att	gender_number	pearson	two-sided	44	-0.08116867179853472	[-0.37  0.22]	0.6004331891558651	0.215	0.08187581758944965
557	n_failed_att	hand_number	pearson	two-sided	44	-0.11251313426219407	[-0.4   0.19]	0.4671304257646011	0.243	0.11265546858246678
558	n_failed_att	math_efficacy	pearson	two-sided	47	0.21445480745618442	[-0.08  0.47]	0.14774546132458283	0.503	0.30800114958709474
559	n_failed_att	math_anxiety	pearson	two-sided	47	0.21445480745618442	[-0.08  0.47]	0.14774546132458283	0.503	0.30800114958709474
560	n_failed_att	enjoyment	pearson	two-sided	47	0.28966599862268466	[0.   0.53]	0.04827460435546297	1.206	0.5144368802377043
561	revisits	diff_event1	pearson	two-sided	47	0.34516328372871946	[0.06 0.58]	0.01749496190972904	2.812	0.6735230947726255
562	revisits	different_event	pearson	two-sided	47	0.6295225152330348	[0.42 0.78]	2.134446027687385e-06	9735.049	0.9986291686828696
563	revisits	comp_average	pearson	two-sided	47	0.3623075211794949	[0.08 0.59]	0.012326981460820072	3.793	0.7193408264119175
564	revisits	comp_mg1	pearson	two-sided	47	0.4304967825136316	[0.16 0.64]	0.0025235389349788965	15.173	0.8692525793540371
565	revisits	comp_gmd4	pearson	two-sided	47	0.3301406447075669	[0.05 0.56]	0.02343047589493322	2.196	0.6316076066922358
566	revisits	comp_co5	pearson	two-sided	47	0.32008460660630866	[0.04 0.56]	0.028281204251311448	1.875	0.6028804390789296
567	revisits	comp_co6	pearson	two-sided	47	0.335715008537845	[0.05 0.57]	0.02105637470790375	2.403	0.6473209109031007
568	revisits	sbst	pearson	two-sided	42	0.19039020530222334	[-0.12  0.47]	0.22715591709475286	0.389	0.22887332454976894
569	revisits	sri	pearson	two-sided	44	0.10849478445177707	[-0.19  0.39]	0.4832853134560969	0.238	0.1080973025661572
570	revisits	gender_number	pearson	two-sided	44	-0.018771876606303493	[-0.31  0.28]	0.9037350583860656	0.189	0.05133246193107709
571	revisits	hand_number	pearson	two-sided	44	-0.10923262593090532	[-0.39  0.19]	0.48029725746715185	0.239	0.10892053395637274
572	revisits	math_efficacy	pearson	two-sided	47	0.16054958319955256	[-0.13  0.43]	0.2810131744588078	0.32	0.19139456660652227
573	revisits	math_anxiety	pearson	two-sided	47	0.16054958319955256	[-0.13  0.43]	0.2810131744588078	0.32	0.19139456660652227
574	revisits	enjoyment	pearson	two-sided	47	0.3046010063452123	[0.02 0.54]	0.03736420023514344	1.488	0.558000898581472
575	diff_event1	different_event	pearson	two-sided	47	0.6912836315605998	[0.5  0.82]	7.475463022842854e-08	2.225e+05	0.9999034956373607
576	diff_event1	comp_average	pearson	two-sided	47	0.31893817772704325	[0.03 0.56]	0.028883786209739925	1.843	0.5995797188367413
577	diff_event1	comp_mg1	pearson	two-sided	47	0.3644541225133298	[0.09 0.59]	0.011782992467838564	3.943	0.7248944207715771
578	diff_event1	comp_gmd4	pearson	two-sided	47	0.290383834105053	[0.   0.53]	0.04769684653254399	1.218	0.5165291999865744
579	diff_event1	comp_co5	pearson	two-sided	47	0.29567249153025493	[0.01 0.54]	0.043611168104801395	1.31	0.5319563220962427
580	diff_event1	comp_co6	pearson	two-sided	47	0.2944329446728794	[0.01 0.54]	0.044542165406623806	1.288	0.5283392516449182
581	diff_event1	sbst	pearson	two-sided	42	0.07434244489086449	[-0.23  0.37]	0.6398542141524058	0.214	0.07526865284469265
582	diff_event1	sri	pearson	two-sided	44	-0.1586376406856761	[-0.44  0.15]	0.30370495030864186	0.314	0.17837409372644314
583	diff_event1	gender_number	pearson	two-sided	44	-0.34537676918385896	[-0.58 -0.05]	0.0216656297736302	2.411	0.6439467018746251
584	diff_event1	hand_number	pearson	two-sided	44	0.01457224794488577	[-0.28  0.31]	0.9252016688652622	0.189	0.05066101007927378
585	diff_event1	math_efficacy	pearson	two-sided	47	0.1602202102850415	[-0.13  0.43]	0.282014306401436	0.319	0.19078840949972903
586	diff_event1	math_anxiety	pearson	two-sided	47	0.1602202102850415	[-0.13  0.43]	0.282014306401436	0.319	0.19078840949972903
587	diff_event1	enjoyment	pearson	two-sided	47	-0.00908114629123399	[-0.3   0.28]	0.9516921375108961	0.182	0.050089221312787785
588	different_event	comp_average	pearson	two-sided	47	0.7919408400309116	[0.65 0.88]	3.3719286802074436e-11	3.152e+08	0.9999999178347351
589	different_event	comp_mg1	pearson	two-sided	47	0.8024211876751915	[0.67 0.89]	1.1870495235724404e-11	8.461e+08	0.9999999713855509
590	different_event	comp_gmd4	pearson	two-sided	47	0.7556874112524153	[0.6  0.86]	8.255214055158999e-10	1.539e+07	0.9999981944541931
591	different_event	comp_co5	pearson	two-sided	47	0.7584617048491664	[0.6  0.86]	6.592939002503747e-10	1.902e+07	0.9999985367349784
592	different_event	comp_co6	pearson	two-sided	47	0.7626867639215352	[0.61 0.86]	4.6541616555533314e-10	2.641e+07	0.9999989455716369
593	different_event	sbst	pearson	two-sided	42	0.3403451084300163	[0.04 0.58]	0.027423976861108413	2.018	0.6089334387692855
594	different_event	sri	pearson	two-sided	44	0.15589746311001138	[-0.15  0.43]	0.3122404355905638	0.308	0.1737726541371439
595	different_event	gender_number	pearson	two-sided	44	-0.0042301174477164145	[-0.3   0.29]	0.9782589515331748	0.188	0.04972972656520795
596	different_event	hand_number	pearson	two-sided	44	-0.15931382152433474	[-0.44  0.14]	0.30162189826291874	0.315	0.1795231488849659
597	different_event	math_efficacy	pearson	two-sided	47	0.25963667099489984	[-0.03  0.51]	0.07799980444093721	0.82	0.4280664862420893
598	different_event	math_anxiety	pearson	two-sided	47	0.25963667099489984	[-0.03  0.51]	0.07799980444093721	0.82	0.4280664862420893
599	different_event	enjoyment	pearson	two-sided	47	0.32176370971802637	[0.04 0.56]	0.027417554360114213	1.925	0.6077063062547564
600	comp_average	comp_mg1	pearson	two-sided	47	0.9027505530604232	[0.83 0.94]	4.2543326486992145e-18	1.117e+15	0.9999999999999992
601	comp_average	comp_gmd4	pearson	two-sided	47	0.9855685085497057	[0.97 0.99]	2.322064817582901e-36	2.965e+32	1.0
602	comp_average	comp_co5	pearson	two-sided	47	0.9932922646419126	[0.99 1.  ]	8.20397535253459e-44	3.894e+39	1.0
603	comp_average	comp_co6	pearson	two-sided	47	0.993449040268752	[0.99 1.  ]	4.826474363103821e-44	6.463e+39	1.0
604	comp_average	sbst	pearson	two-sided	42	0.6085787250301228	[0.37 0.77]	1.9031469501595125e-05	1312.804	0.993724931959646
605	comp_average	sri	pearson	two-sided	44	0.3555870168041803	[0.07 0.59]	0.01784629005827491	2.841	0.6715930612841561
606	comp_average	gender_number	pearson	two-sided	44	0.26218374220085916	[-0.04  0.52]	0.08556276534554805	0.786	0.4112655897410251
607	comp_average	hand_number	pearson	two-sided	44	-0.2032916636559379	[-0.47  0.1 ]	0.18565807560809625	0.439	0.265557279523244
608	comp_average	math_efficacy	pearson	two-sided	47	0.19292359421185024	[-0.1   0.45]	0.1938589688315835	0.412	0.257421359467824
609	comp_average	math_anxiety	pearson	two-sided	47	0.19292359421185024	[-0.1   0.45]	0.1938589688315835	0.412	0.257421359467824
610	comp_average	enjoyment	pearson	two-sided	47	0.39346888612803627	[0.12 0.61]	0.006215689832716488	6.863	0.7951148750248205
611	comp_mg1	comp_gmd4	pearson	two-sided	47	0.8199918162209693	[0.7 0.9]	1.779727488243936e-12	5.102e+09	0.9999999960266901
612	comp_mg1	comp_co5	pearson	two-sided	47	0.8499033880592033	[0.74 0.91]	4.161644426408012e-14	1.797e+11	0.9999999999355723
613	comp_mg1	comp_co6	pearson	two-sided	47	0.8498758964946257	[0.74 0.91]	4.177559101774835e-14	1.791e+11	0.9999999999352926
614	comp_mg1	sbst	pearson	two-sided	42	0.5487597796194814	[0.29 0.73]	0.00016795931575068493	179.53	0.9731551015834753
